epoch,cpu_mhz_avg,gpu_edge_c,acpi_c,gpu_mhz,gpu_power_w,bat_status,bat_pct,mem_avail_mb
1789940117,1822,73.0,73.0,1600,14.14,Not charging,79,10209
1789940122,1582,73.0,73.0,1600,15.24,Not charging,79,10221
1789940127,1740,74.0,74.0,1600,15.11,Not charging,79,10208
1789940133,2232,73.0,73.0,1600,15.15,Not charging,79,10232
1789940138,1774,73.0,73.0,1600,15.02,Not charging,79,10217
1789940143,2424,72.0,73.0,1402,15.04,Not charging,79,10186
1789940148,1513,74.0,73.0,1600,15.11,Not charging,79,10213
1789940153,2424,72.0,73.0,1600,15.23,Not charging,79,10203
1789940158,1844,73.0,73.0,1600,15.16,Not charging,79,10212
1789940163,1722,73.0,73.0,200,12.10,Not charging,79,10216
1789940168,2424,72.0,73.0,1515,16.07,Not charging,79,10191
1789940173,1566,73.0,73.0,1600,14.00,Not charging,79,10185
1789940178,1405,72.0,73.0,1600,16.08,Not charging,79,10207
1789940183,2424,72.0,73.0,1600,15.04,Not charging,79,10216
1789940188,2191,73.0,73.0,1600,15.06,Not charging,79,10201
1789940193,2037,72.0,73.0,1600,15.02,Not charging,79,10195
1789940198,1851,73.0,73.0,1600,16.02,Not charging,79,10213
1789940203,2424,73.0,73.0,1600,16.21,Not charging,79,10215
1789940208,2061,72.0,73.0,1533,15.10,Not charging,79,10207
1789940213,1627,74.0,73.0,1600,15.11,Not charging,79,10218
1789940218,2000,73.0,73.0,1600,15.19,Not charging,79,10212
1789940223,2415,72.0,73.0,1600,16.07,Not charging,79,10200
1789940228,2424,72.0,73.0,1600,14.18,Not charging,79,10219
1789940234,2333,73.0,73.0,1600,15.13,Not charging,79,10193
1789940239,2331,72.0,72.0,1600,14.08,Not charging,79,10180
1789940244,2116,72.0,72.0,1600,15.06,Not charging,79,10219
1789940249,2366,72.0,72.0,1600,15.18,Not charging,79,10223
1789940254,2323,70.0,72.0,1545,14.22,Not charging,79,10200
1789940259,2424,71.0,72.0,1600,17.02,Not charging,79,10216
1789940264,2258,72.0,72.0,1600,15.19,Not charging,79,10192
1789940269,2425,71.0,72.0,1588,16.05,Not charging,79,10197
1789940274,2420,72.0,72.0,1600,12.13,Not charging,79,10206
1789940279,2364,73.0,73.0,1600,15.11,Not charging,79,10198
1789940284,2424,72.0,73.0,1600,16.02,Not charging,79,10192
1789940289,2335,72.0,72.0,1600,15.08,Not charging,79,10192
1789940294,2326,73.0,72.0,1600,16.03,Not charging,79,10189
1789940299,2424,72.0,72.0,1600,16.01,Not charging,79,10212
